run_id	status	started_at	finished_at
2026-04-28_CaseOps_QKGain50_WD090_ProxyControl_Valid2p5h	ok	2026-04-29T15:01:12-07:00	2026-04-29T17:32:12-07:00
2026-04-28_CaseOps_QKGain50_WD090_LegalTTT_Proxy_Valid2p5h	ok	2026-04-29T17:32:12-07:00	2026-04-29T20:18:34-07:00
